"Id","Link","Make","Model","Trim","Year","Price","Mileage","Date_sold","Average_Year_per_Trim","Average_Milerange_per_Trim_Year_LR","Average_Price_per_Trim","Year_Effect","Mileage_Effect","L_Predicted_Price","L_Price_Gap_Percentage","R_Predicted_Price","R_Price_Gap_Percentage","Count"
"1712650167-108","https://qatarsale.com/en/product/land_rover_defender_110_hse_silver_suv_automatic_2022-215191","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 HSE-6-Automatic","2022","319,000"," 36,000","","2,021.468","51,164.84","309,161.21"," 11,712.41","  5,732.002","326,605.6",2.38420739386851,"328,311.3",2.91889499477532,4
"1712650146-30","https://qatarsale.com/en/product/land_rover_defender_110_hse_white_suv_automatic_2022-204852","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 HSE-6-Automatic","2022","320,000","100,000","","2,021.468","51,164.84","309,161.21"," 11,712.41","-25,071.866","295,801.8",-7.56195185025159,"318,381.5",-0.505773010416651,4
"1712650227-257","https://qatarsale.com/en/product/land_rover_defender_110_x_dynamic_black_suv_automatic_2023-214981","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 X Dynamic-6-Automatic","2023","350,000","23,000","","2,023.00","30,000.00","354,333.33","0","0","354,333.3",1.23809523809523,"347,071.9",-0.836612476190469,1
"1712650146-7","https://qatarsale.com/en/product/land_rover_defender_90_hse_green_suv_automatic_2022-199479","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-90 HSE-6-Automatic","2022","265,000","40,000","","2,021.833","37,911.76","295,041.58","3,783.367"," -998.4269","297,826.5",12.3873672106567,"280,862.5",5.98586095597481,2
"1712650201-193","https://qatarsale.com/en/product/land_rover_defender_90_hse_gray_suv_automatic_2022-146940","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-90 HSE-6-Automatic","2022","300,000","29,000","","2,021.833","37,911.76","295,041.58","3,783.367","3,782.7723","302,607.7",0.869240769413475,"313,997.1",4.66569647777775,2
"1712650239-319","https://qatarsale.com/en/product/land_rover_discovery_sport_hse_white_suv_automatic_2015-214636","Land Rover","Land Rover-Discovery","Land Rover-Land Rover-Discovery-Sport HSE-4-Automatic","2015","70,000","80,000","","2,016.00","110,000.00","59,000.00","-5,900","2,548.8","55,648.8",-20.5017142857143,"77,704.11",11.0058726666666,1
"1712650178-144","https://qatarsale.com/en/product/suv_automatic_gray_2017_discovery_land_rover-67174","Land Rover","Land Rover-Discovery","Land Rover-Land Rover-Discovery-Standard-4-Automatic","2017","59,000","138,000","","2,018.00","140,000.00","90,500.00","-31,500","0","59,000",0,"65,933.99",11.7525247457627,1
"1712650178-136","https://qatarsale.com/en/product/land_rover_discovery_white_suv_automatic_2017-215205","Land Rover","Land Rover-Discovery","Land Rover-Land Rover-Discovery-Standard-6-Automatic","2017","129,000","118,000","","2,017.50","83,333.33","116,999.75","-6,000.083","-6,511.98","104,487.7",-19.0017936261858,"92,534.16",-28.2680904392765,1
"1712650239-304","https://qatarsale.com/en/product/land_rover_evoque_dynamic_gold_suv_automatic_2016-215362","Land Rover","Land Rover-Evoque","Land Rover-Land Rover-Evoque-Dynamic-4-Automatic","2016","55,000","152,000","","2,017.125","104,169.08","99,812.50","-27,409.6","-6,467.712","65,935.19",19.8821565421097,"50,081.96",-8.94189454545455,1
"1712650239-321","https://qatarsale.com/en/product/land_rover_range_rover_sport_white_suv_automatic_2017-215323","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport-6-Automatic","2017","109,000","98,000","","2,016.857","111,666.67","134,785.71","-2,976.19","2,460.444","134,270",23.1834571137362,"112,979.5",3.65087856269115,1
"1712650157-47","https://qatarsale.com/en/product/land_rover_range_rover_sport_dark_blue_suv_automatic_2014-94104","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport-8-Automatic","2014","95,000","82,000","","2,016.308","135,366.46","129,923.08","-71,983.64","4,205.612","62,145.05",-34.5841550622351,"105,756.2",11.3222706666667,1
"1712650227-284","https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_white_suv_automatic_2018-194992","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","2018","159,000","111,000","","2,016.833"," 95,500.00","147,899.83"," 26,843.10","-6,849.9231","167,893.01",5.59308994688808,"164,974.87",3.75777777777782,3
"1712650178-112","https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_2014_gray_automatic_suv-92971","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","2014"," 89,999","144,000","","2,016.833","153,033.33","147,899.83","-94,138.53","   260.9215"," 54,022.22",-39.9746431059441," 88,426.83",-1.74687633566295,3
"1712650201-201","https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_silver_suv_automatic_2015-154636","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","2015","109,000","117,000","","2,016.833","138,650.00","147,899.83","-63,893.12"," 2,506.7602"," 86,513.47",-20.6298451412258,"105,299.19",-3.39523633027528,3
"1712650250-338","https://qatarsale.com/en/product/land_rover_range_rover_sport_super_charged_white_suv_automatic_2018-212846","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic","2018","169,900"," 89,000","","2,015.917","106,219.05","119,666.58","31,990.560"," 3,935.575","155,592.7",-8.42100180578463,"189,491.7",11.5313316264469,3
"1712650178-119","https://qatarsale.com/en/product/land_rover_range_rover_sport_super_charged_white_suv_automatic_2016-215209","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic","2016"," 95,000","145,000","","2,015.917","101,704.76","119,666.58","-1,552.298","-9,126.972","108,987.3",14.7234880343696,"101,018.5",6.33524329824563,3
"1712650189-167","https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_silver_suv_automatic_2018-206203","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic","2018","169,999"," 65,000","","2,015.917","106,219.05","119,666.58","31,990.560"," 8,788.604","160,445.7",-5.6195939367876,"178,069.0",4.74707347298105,3
"1712650146-2","https://qatarsale.com/en/product/land_rover_range_rover_sport_svr_black_suv_automatic_2016-136302","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport SVR-8-Automatic","2016","165,000"," 89,000","","2,017.50","127,380.95","239,950.00","-43,986.51"," 11,720.48","207,684.0",25.8690758835527,"187,717.2",13.7680000000001,2
"1712650250-328","https://qatarsale.com/en/product/land_rover_range_rover_sport_svr_white_suv_automatic_2015-203178","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport SVR-8-Automatic","2015","120,000","180,000","","2,017.50","138,523.81","239,950.00","-76,962.70","-10,816.15","152,171.2",26.8092948349692,"132,612.6",10.5104695833333,2
"1712650157-62","https://qatarsale.com/en/product/land_rover_range_rover_velar_se_red_suv_automatic_2019-215180","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Velar SE-4-Automatic","2019","150,000","22,000","","2,024.00","0.00","349,000.00","-174,500","-8,376","166,124",10.7493333333333,"290,988.3",93.992195911111,1
"1712650189-169","https://qatarsale.com/en/product/land_rover_range_rover_white_suv_automatic_2020_velar_se_r_dynamic-189915","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Velar SE R- Dynamic-4-Automatic","2020","174,999","78,149","","2,020.00","49,523.81","194,666.50","5,238.143","-9,747.731","190,156.9",8.661713324465,"190,993.9",9.14000598098647,1
"1712650189-158","https://qatarsale.com/en/product/land_rover_range_rover_gray_suv_automatic_velar_se_r_dynamic_2024-195664","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Velar SE R- Dynamic-6-Automatic","2024","319,000","0","","2,021.00","0.00","249,000.00","70,000","0","319,000",0,"329,941.5",3.42993228840122,1
"1712650189-147","https://qatarsale.com/en/product/land_rover_range_rover_vogue_black_suv_automatic_2021-213246","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-6-Automatic","2021","210,000","120,000","","2,019.909","53,500.00","265,636.36","19,621.97","-30,351.49","254,906.8",21.3842126984186,"182,629.4",-13.0335963718821,1
"1712650227-283","https://qatarsale.com/en/product/land_rover_range_rover_vogue_bronze_suv_automatic_2016-189413","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic","2016","139,000","64,000","","2,015.683","125,936.36","142,975.59","  4,030.343","13,156.761","160,162.7",15.2249567891693,"157,607.7",13.3868051079137,3
"1712650201-214","https://qatarsale.com/en/product/land_rover_range_rover_vogue_sky_blue_suv_automatic_2019-210174","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic","2019","295,000","43,000","","2,015.683"," 87,440.48","142,975.59","104,417.272","14,820.010","262,212.9",-11.1142822552758,"288,911.5",-2.06389001129947,3
"1712650239-316","https://qatarsale.com/en/product/land_rover_range_rover_vogue_black_suv_automatic_2018-215335","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic","2018","270,000","80,000","","2,015.683","100,272.44","142,975.59"," 70,954.962"," 6,939.029","220,869.6",-18.1964529925816,"209,059.8",-22.5704517283951,3
"1712650146-29","https://qatarsale.com/en/product/land_rover_range_rover_vogue_autobiography_black_suv_automatic_2014-215154","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue  Autobiography-8-Automatic","2014","90,000","169,000","","2,016.825","147,284.56","210,460.27","-102,770.5","-3,913.954","103,775.8",15.3064636826524,"117,698.6",30.7761811111111,1
"1712650201-182","https://qatarsale.com/en/product/land_rover_range_rover_vogue_hse_gray_suv_automatic_2014-180150","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue HSE-8-Automatic","2014","1e+05","142,000","","2,015.833","158,968.25","139,666.67","-63,031.75","1,099.65","77,734.57",-22.2654290753313,"93,258.24",-6.74176470000001,1
"1712650250-332","https://qatarsale.com/en/product/land_rover_range_rover_vogue_se_super_charged_white_suv_automatic_2014-215265","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue SE Super charged-8-Automatic","2014","128,000"," 59,000","","2,016.25","150,731.29","170,477.27","-72,026.48","14,292.108","112,742.90",-11.9196077637272,"159,449.5",24.5698832291666,2
"1712650227-265","https://qatarsale.com/en/product/land_rover_range_rover_vogue_se_super_charged_white_suv_automatic_2014-215272","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue SE Super charged-8-Automatic","2014","100,000","159,000","","2,016.25","150,731.29","170,477.27","-72,026.48","-1,460.019"," 96,990.78",-3.00922492169973,"111,549.1",11.5490635666667,2
"1712650201-200","https://qatarsale.com/en/product/lexus_lc_500_2020_white_automatic_coupe_sport-115368","Lexus","Lexus-LC","Lexus-Lexus-LC-500-8-Automatic","2020","275,000","60,000","","2,018.00","60,000.00","239,666.67","35,333.33","0","275,000",0,"226,820.2",-17.5199366805195,1
"1712650250-327","https://qatarsale.com/en/product/lexus_ls_350_black_sedan_automatic_2022-215361","Lexus","Lexus-LS","Lexus-Lexus-LS-350-6-Automatic","2022","235,000","16,000","","2,022.00","20,000.00","235,000.00","0","0","235,000",0,"219,358.6",-6.65590177304965,1
"1712650227-259","https://qatarsale.com/en/product/lexus_lx_570_black_suv_automatic_2020-214974","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2020","    315"," 85,000","","2,016.311"," 93,054.56","200,980.25","114,933.66","  1,543.965","317,457.9",100680.278592951,"303,516.5",96254.455026455,10
"1712650178-139","https://qatarsale.com/en/product/lexus_lx_570_2018_sonic_titanium_automatic_suv-133197","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2018","209,000","198,000","","2,016.311","143,063.82","200,980.25"," 51,327.41","-22,984.697","229,323.0",9.72390914570339,"221,643.8",6.04968102073367,10
"1712650157-50","https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2017-215184","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2017","218,000"," 90,000","","2,016.311","168,068.45","200,980.25"," 19,524.29"," 27,543.115","248,047.7",13.7833298805962,"230,447.3",5.70978987118899,10
"1712650157-67","https://qatarsale.com/en/product/lexus_lx_570_black_suv_automatic_2014-150827","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2014","128,000","263,000","","2,016.311","243,082.33","200,980.25","-75,885.08"," -5,387.633","119,707.5",-6.47848241087296,"132,036.2",3.15328125000001,10
"1712650178-122","https://qatarsale.com/en/product/lexus_lx_570_blue_suv_automatic_2017-205297","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2017","229,000"," 71,000","","2,016.311","168,068.45","200,980.25"," 19,524.29"," 31,071.188","251,575.7",9.85839818463825,"235,990.3",3.05251819505094,10
"1712650146-36","https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2016-211784","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2016","180,000","255,000","","2,016.311","193,073.07","200,980.25","-12,278.83","-20,206.730","168,494.7",-6.39183810149056,"181,802.1",1.00116666666667,10
"1712650217-246","https://qatarsale.com/en/product/lexus_lx_570_gray_suv_automatic_2016-197139","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2016","219,000","219,000","","2,016.311","193,073.07","200,980.25","-12,278.83"," -8,129.839","180,571.6",-17.5472226629265,"214,983.1",-1.83421613394216,10
"1712650201-181","https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2014-210957","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2014","133,000","280,000","","2,016.311","243,082.33","200,980.25","-75,885.08"," -7,389.156","117,706.0",-11.4992333028792,"127,125.3",-4.41705334765485,10
"1712650250-352","https://qatarsale.com/en/product/lexus_lx_570_pearl_suv_automatic_2016-215352","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2016","250,000"," 64,000","","2,016.311","193,073.07","200,980.25","-12,278.83"," 37,158.502","225,859.9",-9.65603062641259,"231,494.9",-7.40202881333337,10
"1712650146-28","https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2015-215156","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","2015","240,000"," 32,000","","2,016.311","218,077.70","200,980.25","-44,081.95"," 44,704.142","201,602.4",-15.998983422342,"220,588.1",-8.0882777777778,10
"1712650239-317","https://qatarsale.com/en/product/lexus_lx_570_s_white_suv_automatic_2018-215331","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2018","235,000"," 92,000","","2,017.177","139,026.43","224,152.42"," 21,688.562"," 15,350.874","261,191.9",11.1454707837227,"259,070.8",10.2428790070922,8
"1712650146-8","https://qatarsale.com/en/product/lexus_lx_570_s_white_suv_automatic_2016-211887","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2016","181,000","178,000","","2,017.177","184,634.69","224,152.42","-37,698.584","  1,382.651","187,836.5",3.77706460251215,"193,616.7",6.97057090239408,8
"1712650146-9","https://qatarsale.com/en/product/lexus_lx_570_s_white_suv_automatic_2015-212995","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2015","115,000","300,000","","2,017.177","207,438.83","224,152.42","-67,392.157","-23,215.862","133,544.4",16.1255661027311,"121,945.8",6.03985093167706,8
"1712650217-252","https://qatarsale.com/en/product/lexus_lx_570_s_gray_suv_automatic_2018-144283","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2018","243,000"," 82,000","","2,017.177","139,026.43","224,152.42"," 21,688.562"," 19,284.330","265,125.3",9.10506669150087,"249,174.2",2.540817558299,8
"1712650157-37","https://qatarsale.com/en/product/lexus_lx_570_s_white_suv_automatic_2019-215190","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2019","265,000","169,000","","2,017.177","116,222.30","224,152.42"," 51,382.135","-23,708.184","251,826.4",-4.97118045939492,"270,963.9",2.25052774842769,8
"1712650167-98","https://qatarsale.com/en/product/lexus_lx_570_s_sonic_titanium_suv_automatic_2017-199953","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2017","239,000"," 61,000","","2,017.177","161,830.56","224,152.42"," -8,005.011"," 31,758.301","247,905.7",3.72623876749118,"243,105.7",1.71787009364414,8
"1712650157-58","https://qatarsale.com/en/product/lexus_lx_570_s_black_suv_automatic_2015-215182","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2015","140,000","199,000","","2,017.177","207,438.83","224,152.42","-67,392.157","  1,865.780","158,626.0",13.3043165322437,"136,336.4",-2.61684693877548,8
"1712650239-309","https://qatarsale.com/en/product/lexus_lx_570_s_green_suv_automatic_2021-214075","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","2021","330,000","129,000","","2,017.177"," 70,614.04","224,152.42","110,769.281","-31,823.437","303,098.3",-8.15204104087942,"273,317.1",-17.1766464646465,8
"1712650157-72","https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_white_suv_automatic_2020-215172","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","2020","279,000","128,000","","2,019.636","102,934.24","297,829.43","  5,170.445","-13,121.47","289,878.4",3.89907004312073,"291,720.1",4.55918757467143,4
"1712650227-271","https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_white_suv_automatic_2019-215259","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","2019","310,000"," 43,000","","2,019.636","140,369.77","297,829.43","-22,516.207"," 39,807.99","315,121.2",1.6520056213099,"323,228.4",4.26722964669737,4
"1712650178-125","https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_black_suv_automatic_2020-200721","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","2020","279,000","130,000","","2,019.636","102,934.24","297,829.43","  5,170.445","-13,121.47","289,878.4",3.89907004312073,"284,453.2",1.95456391875747,4
"1712650250-330","https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_white_suv_automatic_2020-215321","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","2020","347,000"," 19,000","","2,019.636","102,934.24","297,829.43","  5,170.445"," 40,206.50","343,206.4",-1.09326103315246,"341,833.7",-1.48885686839573,4
"1712650178-130","https://qatarsale.com/en/product/lexus_nx_300_white_suv_automatic_2021-204207","Lexus","Lexus-NX","Lexus-Lexus-NX-300-4-Automatic","2021","128,000","26,000","","2,020.167","29,722.22","132,333.33","2,500","-59.92593","134,773.4",5.29172453703704,"131,194.8",2.49596354166663,1
"1712650217-220","https://qatarsale.com/en/product/lexus_rx_350_gray_suv_automatic_2022-204191","Lexus","Lexus-RX","Lexus-Lexus-RX-350-6-Automatic","2022","189,000","17,000","","2,018.952","19,977.39","147,523.76","50,477.69","-7.162843","197,994.3",4.75888060681125,"190,952.7",1.03317113714627,1
"1712650178-128","https://qatarsale.com/en/product/maserati_ghibli_white_sedan_automatic_2020-204205","Maserati","Maserati-Ghibli","Maserati-Maserati-Ghibli-Standard-6-Automatic","2020","117,000","45,000","","2,016.00","42,830.19","86,833.33","32,959.12","-1,374.223","118,418.2",1.21216237186207,"119,147",1.83508279202277,1
"1712650189-162","https://qatarsale.com/en/product/maserati_levante_sq4_black_suv_automatic_2017-180658","Maserati","Maserati-Levante","Maserati-Maserati-Levante-SQ4-6-Automatic","2017","123,999","104,000","","2,017.667","110,000.00","155,666.33","-31,667.33","0","123,999",0,"123,014.9",-0.793613039890182,1
"1712650217-235","https://qatarsale.com/en/product/mercedes_benz_a_class_200_white_hatchback_automatic_2018-214635","Mercedes-Benz","Mercedes-Benz-A-Class","Mercedes-Benz-Mercedes-Benz-A-Class-200-4-Automatic","2018","89,000","26,000","","2,021.792","56,256.49","130,999.88","-53,146.52","3,270.65","81,124",-8.84943497309573,"112,437.6",26.3343418726592,1
"1712650201-185","https://qatarsale.com/en/product/mercedes_benz_c_class_200_gray_sedan_automatic_2018-165567","Mercedes-Benz","Mercedes-Benz-C-Class","Mercedes-Benz-Mercedes-Benz-C-Class-200-4-Automatic","2018","97,000","114,000","","2,019.294","72,717.69","135,029.32","-23,252.17","-8,456.132","103,321",6.51651846079215,"96,274.5",-0.74793536082476,1
"1712650146-16","https://qatarsale.com/en/product/mercedes_benz_c_class_300_amg_white_coupe_sport_automatic_2017-210880","Mercedes-Benz","Mercedes-Benz-C-Class","Mercedes-Benz-Mercedes-Benz-C-Class-300 AMG-4-Automatic","2017","147,000","51,000","","2,018.333","51,290.32","165,000.00","-19,741.94","-2,024.241","143,233.8",-2.56202510140257,"136,082.4",-7.42691755102045,1
"1712650146-24","https://qatarsale.com/en/product/mercedes_benz_cla_250_black_sedan_automatic_2023-215163","Mercedes-Benz","Mercedes-Benz-CLA","Mercedes-Benz-Mercedes-Benz-CLA-250-4-Automatic","2023","143,000","22,000","","2,021.125","17,091.84","149,249.94","38,292.83","-3,873.332","183,669.4",28.44016132423,"182,790",27.8251553379953,1
"1712650227-256","https://qatarsale.com/en/product/mercedes_benz_cla_250_amg_gray_sedan_automatic_2023-214644","Mercedes-Benz","Mercedes-Benz-CLA","Mercedes-Benz-Mercedes-Benz-CLA-250 AMG-4-Automatic","2023","175,000","16,000","","2,021.60","19,000.00","152,200.00","3,900","-249.76","155,850.2",-10.94272,"176,756.9",1.00395799999997,1
"1712650189-177","https://qatarsale.com/en/product/mercedes_benz_e_class_200_black_sedan_automatic_2023-202726","Mercedes-Benz","Mercedes-Benz-E-Class","Mercedes-Benz-Mercedes-Benz-E-Class-200-4-Automatic","2023","225,000","     0","","2,019.509"," 8,241.805","143,951.93"," 68,113.84"," 2,796.488","214,862.3",-4.50566154916242,"234,632.6",4.28115795301381,3
"1712650178-142","https://qatarsale.com/en/product/mercedes_benz_e_class_200_black_sedan_automatic_2021-215204","Mercedes-Benz","Mercedes-Benz-E-Class","Mercedes-Benz-Mercedes-Benz-E-Class-200-4-Automatic","2021","160,000","43,000","","2,019.509","33,463.432","143,951.93"," 28,071.30","-4,551.478","167,471.8",4.66984738382707,"163,896.2",2.43512377083329,3
"1712650250-355","https://qatarsale.com/en/product/mercedes_benz_e_class_200_white_coupe_sport_automatic_2019-200907","Mercedes-Benz","Mercedes-Benz-E-Class","Mercedes-Benz-Mercedes-Benz-E-Class-200-4-Automatic","2019","153,000","42,000","","2,019.509","58,685.058","143,951.93","-11,971.24"," 1,834.016","133,814.7",-12.5394049016054,"149,163.9",-2.50726610021791,3
"1712650201-195","https://qatarsale.com/en/product/mercedes_benz_e_class_200_amg_white_sedan_automatic_2023-207449","Mercedes-Benz","Mercedes-Benz-E-Class","Mercedes-Benz-Mercedes-Benz-E-Class-200 AMG-4-Automatic","2023","236,000","12,000","","2,019.40","19,203.54","164,800.00","85,412.39","-318.8547","249,893.5",5.88709095518611,"243,496.9",3.17665727401128,1
"1712650189-165","https://qatarsale.com/en/product/mercedes_benz_glc_200_black_suv_automatic_2024-203522","Mercedes-Benz","Mercedes-Benz-GLC","Mercedes-Benz-Mercedes-Benz-GLC-200-4-Automatic","2024","329,000","0","","2,021.615","0.00","210,461.54","68,471.79","0","278,933.3",-15.2178318135765,"288,265.1",-12.3814363728471,1
"1712650189-173","https://qatarsale.com/en/product/mercedes_benz_glc_250_gray_suv_automatic_2019-207207","Mercedes-Benz","Mercedes-Benz-GLC","Mercedes-Benz-Mercedes-Benz-GLC-250-4-Automatic","2019","155,000","50,418","","2,018.571","62,500.00","129,857.14","10,642.86","562","141,062",-8.99225806451679,"153,047.3",-1.25977879569894,1
"1712650189-178","https://qatarsale.com/en/product/mercedes_benz_gls_450_white_suv_automatic_2022-201722","Mercedes-Benz","Mercedes-Benz-GLS","Mercedes-Benz-Mercedes-Benz-GLS-450-6-Automatic","2022","325,000","45,361","","2,022.00","34,166.67","305,625.00","-5,402.778","-7,605.63","292,616.6",-9.96412535612686,"311,262.1",-4.2270365128205,1
"1712650189-174","https://qatarsale.com/en/product/mercedes_benz_gls_500_black_suv_automatic_2019-202713","Mercedes-Benz","Mercedes-Benz-GLS","Mercedes-Benz-Mercedes-Benz-GLS-500-8-Automatic","2019","188,000"," 55,165","","2,018.182","65,166.67","158,181.64","  5,738.164"," 1,355.070","165,274.9",-12.0878349219832,"183,427.1",-2.43238627659573,2
"1712650201-203","https://qatarsale.com/en/product/mercedes_benz_gls_500_white_suv_automatic_2017-171640","Mercedes-Benz","Mercedes-Benz-GLS","Mercedes-Benz-Mercedes-Benz-GLS-500-8-Automatic","2017","119,000","119,000","","2,018.182","92,166.67","158,181.64","-18,622.236","-6,215.045","133,344.4",12.0540795966377,"108,871.5",-8.51132324929974,2
"1712650157-64","https://qatarsale.com/en/product/mercedes_benz_s_class_400_white_sedan_automatic_2015-215179","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-400-6-Automatic","2015","100,000"," 66,000","","2,014.955","123,306.67","113,909.09"," 3,655.492","10,027.1617","127,591.7",27.5917450222236,"135,097.5",35.0975272714286,2
"1712650227-270","https://qatarsale.com/en/product/mercedes_benz_s_class_400_white_sedan_automatic_2016-215260","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-400-6-Automatic","2016","120,000","115,000","","2,014.955","119,426.67","113,909.09","14,161.742","  -117.4836","127,953.3",6.6277914074085,"116,441.2",-2.96564247222224,2
"1712650250-341","https://qatarsale.com/en/product/mercedes_benz_s_class_450amg_pearl_sedan_automatic_2018-215353","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-450AMG-6-Automatic","2018","192,000","76,900","","2,018.50","85,000.00","212,124.88","-6,402.653","1,645.778","207,368",8.00416666666753,"187,546.8",-2.31937179811515,1
"1712650250-344","https://qatarsale.com/en/product/mercedes_benz_s_class_500_black_sedan_automatic_2017-213472","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-500-8-Automatic","2017","149,000","94,000","","2,014.913","93,012.50","135,391.30","12,630.23","-1,654.881","146,366.7",-1.76734385131675,"138,627.4",-6.96147744966446,1
"1712650189-164","https://qatarsale.com/en/product/sedan_automatic_black_2015_500_s_class_mercedes_benz-52660","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-500 AMG-8-Automatic","2015","129,999","136,000","","2,014.80","80,000.00","169,799.80","16,199.95","-17,855.976","168,143.8",29.3423595566037,"135,133.6",3.94968833093587,2
"1712650201-205","https://qatarsale.com/en/product/mercedes_benz_s_class_500_amg_2015_silver_automatic_coupe_sport-113555","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-500 AMG-8-Automatic","2015","225,000"," 68,000","","2,014.80","80,000.00","169,799.80","16,199.95","  2,975.996","188,975.7",-16.0107795555609,"186,350.0",-17.1777654751323,2
"1712650201-190","https://qatarsale.com/en/product/mercedes_benz_s_class_560_gray_sedan_automatic_2018-181224","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-560 Coupe-8-Automatic","2018","288,000","97,000","","2,018.00","90,000.00","274,000.00","-7,000","-4,272","262,728",-8.775,"260,913.6",-9.40499707175932,1
