"web.scraper.order","web.scraper.start.url","image.src","make","model","trim","personal","year","gear_type","cylinder","mileage","price","time","likes","car","car.href","date_sold","posted_time","mileage_range","year2","b_make","b_model","b_trim","a","b","aa","bb","price_pmmt","avg_ymmt","avg_mileage_range","year_updated","mileage_range_updated","price_year_value","avg_mileage_range_updated","pred1","pred2","pred3","predicted_price_rf","price_difference","percentage_difference","percentage_difference_updated","price_difference_rf","percentage_difference_rf","percentage_difference_updated_rf","absolut_difference","Year_Effect","Mileage_Effect","pred3_pmmt","pmmt_difference","pmmt_absolute"
"1712650201-188","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/189400-productcovers/49fdea37-50e5-429c-9cbf-aa42cb40037b_0_cover.webp","BMW","BMW-4-Series","BMW-BMW-4-Series-420 I-4-Automatic","Silver Auto","BMW-BMW-4-Series-420 I-4-Automatic-2021","Automatic",4,79000,149000,"21 hours ago",1626,NA,"https://qatarsale.com/en/product/bmw_4_series_420_i_blue_suv_automatic_2021-189400","","","BMW-BMW-4-Series-420 I-4-Automatic-80000","2021",1651.77240444844,-7253.22943548387,-13600.2,-39919047.6190476,19761.9047619048,13514166.6666667,-6666.66666666667,141749.75,2020,80000,"2021",80000,0,40833.333333334,161511.65476191,151390.257730164,151390.257730164,139233.947033333,2390.25773016422,1.60419981890216,1.60419981890216,-9766.0529666667,-6.55439796420584,-6.55439796420584,2390.25773016422,19761.9047619104,-10121.3970317462,151390.257730164,-9640.50773016422,-6.80107564927925
"1712650201-190","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/181224-productcovers/cc8ba2ea-0e5d-46e4-b5c6-a9d2d006478e_0_cover.webp","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-560 Coupe-8-Automatic","Silver Auto","Mercedes-Benz-Mercedes-Benz-S-Class-560 Coupe-8-Automatic-2018","Automatic",8,97000,288000,"21 hours ago",1035,NA,"https://qatarsale.com/en/product/mercedes_benz_s_class_560_gray_sedan_automatic_2018-181224","","","Mercedes-Benz-Mercedes-Benz-S-Class-560 Coupe-8-Automatic-1e+05","2018",-3463.39963732009,19662.3459897433,89849.6466165414,0,0,90000,0,274000,2018,90000,"2018",1e+05,0,90000,267000,262728,262728,260913.608433333,-25272,-8.775,-8.775,-27086.3915666668,-9.40499707175932,-9.40499707175932,25272,-7000,-4272,262728,11272,4.11386861313869
"1712650201-191","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/189401-productcovers/9f0fc817-ab86-4b98-b0da-2abc7d125b84_0_cover.webp","Volkswagen","Volkswagen-Touareg","Volkswagen-Volkswagen-Touareg-Highline plus-6-Automatic","Silver Auto","Volkswagen-Volkswagen-Touareg-Highline plus-6-Automatic-2019","Automatic",6,89000,140000,"21 hours ago",741,NA,"https://qatarsale.com/en/product/volkswagen_touareg_highline_plus_black_suv_automatic_2019-189401","","","Volkswagen-Volkswagen-Touareg-Highline plus-6-Automatic-90000","2019",-52097.078171975,10133.5196257881,15212.1515151515,-43801598.2352941,21702.9411764706,28180313.725494,-13921.5686274529,134200,2018.22222222222,80000,"2019",90000,0,72666.6666666679,150840,146656.704,146656.704,116719.487866667,6656.70400000029,4.75478857142878,4.75478857142878,-23280.5121333334,-16.6289372380953,-16.6289372380953,6656.70400000029,16640,-4183.29599999971,146656.704,-12456.7040000003,-9.28219374068576
"1712650201-193","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/146940-productcovers/dbcbcdb0-06b5-4fb7-984e-af72e0aa7a3d_0_cover.webp","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-90 HSE-6-Automatic","Silver Auto","Land Rover-Land Rover-Defender-90 HSE-6-Automatic-2022","Automatic",6,29000,3e+05,"21 hours ago",2711,NA,"https://qatarsale.com/en/product/land_rover_defender_90_hse_gray_suv_automatic_2022-146940","","","Land Rover-Land Rover-Defender-90 HSE-6-Automatic-30000","2022",45484.2440943665,103302.876048511,-18349.7493961353,-82860830.1277878,40983.3166666716,10712882.3529398,-5279.41176470518,295041.583333333,2021.83333333333,44705.8823529412,"2022",30000,0,37911.7647058833,298824.950000005,302607.72230824,302607.72230824,313997.089433333,2607.72230824042,0.869240769413475,0.869240769413475,13997.0894333333,4.66569647777775,4.66569647777775,2607.72230824042,3783.3666666713,3782.77230823581,300217.12270824,-5175.53937490709,-1.75417285808823
"1712650201-195","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/207449-productcovers/5bb9a85a-f58c-4181-ade2-0a27f4f0c185_0_cover.webp","Mercedes-Benz","Mercedes-Benz-E-Class","Mercedes-Benz-Mercedes-Benz-E-Class-200 AMG-4-Automatic","Silver Auto","Mercedes-Benz-Mercedes-Benz-E-Class-200 AMG-4-Automatic-2023","Automatic",4,12000,236000,"21 hours ago",476,NA,"https://qatarsale.com/en/product/mercedes_benz_e_class_200_amg_white_sedan_automatic_2023-207449","","","Mercedes-Benz-Mercedes-Benz-E-Class-200 AMG-4-Automatic-20000","2023",-3463.39963732009,-19084.5673937153,26396.56,-47911605.3097345,23725.6637168142,10581769.9115044,-5221.2389380531,164800,2019.4,20000,"2023",20000,0,19203.5398230087,250212.38938053,249893.534654239,249893.534654239,243496.911166667,13893.5346542392,5.88709095518611,5.88709095518611,7496.91116666663,3.17665727401128,3.17665727401128,13893.5346542392,85412.3893805295,-318.854726290301,249893.534654239,-85093.5346542392,-51.6344263678636
"1712650201-197","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/209814-productcovers/67f93c39-a0e0-4682-8b24-4f257ec387b4_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","Silver Auto","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-2022","Automatic",6,128000,233000,"21 hours ago",630,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_grand_touring_black_suv_automatic_2022-209814","","","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-130000","2022",43423.6054989566,25284.0485718444,59194.6301733314,-48654047.5812431,24050.1375989007,33011052.9642975,-16311.8175979455,288938.638542665,2023.05848513902,33179.1907514451,"2022",130000,0,28557.7812516429,264184.33500934,221305.222846289,221305.222846289,232119.333333333,-11694.777153711,-5.01921766253689,-5.01921766253689,-880.666666666744,-0.377968526466414,-0.377968526466414,11694.777153711,-24754.3035333256,-42879.1121630507,285371.280636949,3567.35790571675,1.23464204154544
"1712650201-198","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/206468-productcovers/d32c15f2-9373-4754-a0ce-e4e12eeb04c2_0_cover.webp","Ford","Ford-Mustang","Ford-Ford-Mustang-GT-8-Automatic","Silver Auto","Ford-Ford-Mustang-GT-8-Automatic-2022","Automatic",8,18000,168000,"21 hours ago",877,NA,"https://qatarsale.com/en/product/ford_mustang_gt_silver_coupe_sport_automatic_2022-206468","","","Ford-Ford-Mustang-GT-8-Automatic-20000","2022",-18934.8525755899,-42834.7590009001,-110.366883116885,-19600916.8452376,9715.83333333308,19094090.2777791,-9430.55555555622,101375,2017.03571428571,20000,"2022",20000,0,25506.944444444,143569.583333332,144834.590884257,144834.590884257,161940.441866666,-23165.4091157426,-13.7889339974659,-13.7889339974659,-6059.55813333354,-3.60687984126997,-3.60687984126997,23165.4091157426,42194.5833333316,1265.0075509258,144834.590884257,-43459.5908842574,-42.8701266429173
"1712650201-199","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/103370-productcovers/40a38585-70f8-41f4-a61c-5cdcbe3524ee_0_cover.webp","Mini","Mini-Cooper","Mini-Mini-Cooper-S-4-Automatic","Silver Auto","Mini-Mini-Cooper-S-4-Automatic-2020","Automatic",4,74000,89000,"21 hours ago",3428,NA,"https://qatarsale.com/en/product/mini_cooper_s_2020_green_automatic_hatchback-103370","","","Mini-Mini-Cooper-S-4-Automatic-80000","2020",-62444.4879133884,3.53338273672467e-12,-9074.51371224165,-19157068.2912637,9484.89974747463,18729204.6700811,-9245.5070182361,89905.641509434,2019.75471698113,46666.6666666667,"2020",80000,0,53280.4932441264,91861.6040404024,87934.4092407818,87934.4092407818,83044.4481,-1065.59075921825,-1.19729298788567,-1.19729298788567,-5955.55190000002,-6.69163134831463,-6.69163134831463,1065.59075921825,1955.96253096845,-3927.19479962066,108483.435196471,-18577.7936870371,-20.6636573357721
"1712650201-200","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/115368-productcovers/115368_0_20230508092048153048_cover.webp","Lexus","Lexus-LC","Lexus-Lexus-LC-500-8-Automatic","Silver Auto","Lexus-Lexus-LC-500-8-Automatic-2020","Automatic",8,60000,275000,"21 hours ago",6851,NA,"https://qatarsale.com/en/product/lexus_lc_500_2020_white_automatic_coupe_sport-115368","","","Lexus-Lexus-LC-500-8-Automatic-60000","2020",54098.7719572914,24699.5710116731,-83.0833333333333,-35651333.3333333,17666.6666666667,26993333.3333333,-13333.3333333333,239666.666666667,2018,60000,"2020",60000,0,60000,275000.000000002,275000.000000002,275000.000000002,226820.174128571,2.44472175836563e-09,8.88989730314775e-13,0,-48179.8258714286,-17.5199366805195,-17.5199366805195,2.44472175836563e-09,35333.3333333358,0,275000.000000002,-35333.3333333358,-14.7426981919343
"1712650201-201","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/154636-productcovers/04ea99bf-3ba1-4c97-bc21-bc0a2e2f59cb_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","Silver Auto","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-2015","Automatic",6,117000,109000,"21 hours ago",436,NA,"https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_silver_suv_automatic_2015-154636","","","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-120000","2015",45484.2440943665,-33953.5800727703,-19075.0710526316,-61013899.7622215,30245.4091666663,29121066.6666667,-14383.3333333333,147899.833333333,2016.83333333333,110000,"2015",120000,0,138650,84006.7086111084,86513.4687960638,86513.4687960638,105299.1924,-22486.5312039362,-20.6298451412258,-20.6298451412258,-3700.80760000006,-3.39523633027528,-3.39523633027528,22486.5312039362,-63893.124722225,2506.76018495548,102809.567587566,45090.2657457676,30.4870294506311
"1712650201-202","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/86056-productcovers/e084f245-06d3-4a8d-b28f-f48f183589a0_0_cover.webp","Porsche","Porsche-Cayenne","Porsche-Porsche-Cayenne-S-6-Automatic","Silver Auto","Porsche-Porsche-Cayenne-S-6-Automatic-2016","Automatic",6,140000,90000,"21 hours ago",4189,NA,"https://qatarsale.com/en/product/suv_automatic_gray_2016_s_cayenne_porsche-86056","","","Porsche-Porsche-Cayenne-S-6-Automatic-140000","2016",19570.6265260116,55.170988407567,22499.5646853147,-66255698.9860963,32833.311244979,33933915.6626506,-16777.1084337349,199823.411764706,2017.76470588235,95000,"2016",140000,0,111265.060240962,139333.253012047,132927.280801276,132927.280801276,98717.5581333333,42927.2808012761,47.6969786680846,47.6969786680846,8717.5581333333,9.68617570370366,9.68617570370366,42927.2808012761,-60490.1587526585,-6405.97221077126,132927.280801276,66896.1309634298,33.4776242546597
"1712650201-203","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/171640-productcovers/f4491788-dc5a-473b-8736-3ca9e9462fba_0_cover.webp","Mercedes-Benz","Mercedes-Benz-GLS","Mercedes-Benz-Mercedes-Benz-GLS-500-8-Automatic","Silver Auto","Mercedes-Benz-Mercedes-Benz-GLS-500-8-Automatic-2017","Automatic",8,119000,119000,"21 hours ago",683,NA,"https://qatarsale.com/en/product/mercedes_benz_gls_500_white_suv_automatic_2017-171640","","","Mercedes-Benz-Mercedes-Benz-GLS-500-8-Automatic-120000","2017",-3463.39963732009,70311.8592729513,-65675.1166666667,-24590028.750006,12180.200000003,27321666.6666667,-13500,158181.636363636,2018.18181818182,120000,"2017",120000,0,92166.6666666679,139559.399999999,133344.354719999,133344.354719999,108871.525333333,14344.3547199988,12.0540795966377,12.0540795966377,-10128.4746666667,-8.51132324929974,-8.51132324929974,14344.3547199988,-18622.2363636378,-6215.04527999967,149309.612533335,8872.02383030119,5.60875714416413
"1712650201-204","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/215215-productcovers/fbcefb21-58bc-43f1-b6ea-6098bcd54739_0_cover.webp","Mitsubishi","Mitsubishi-Pajero","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic","Dunes Auto Qatar","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic-2020","Automatic",6,29000,79999,"21 hours ago",34,NA,"https://qatarsale.com/en/product/mitsubishi_pajero_gls_white_suv_automatic_2020-215215","","","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic-30000","2020",-98013.5108046203,5086.11397766654,-3024.01020408163,-11819007.8453709,5854.67456520082,43539007.5188022,-21526.8941584757,68193.5483870968,2019.12903225806,28461.5384615385,"2020",30000,0,54681.3186813146,72434.7763347756,75295.233612101,75295.233612101,83806.1659428572,-4703.76638789904,-5.87978148214233,-5.87978148214233,3807.16594285716,4.7590169162829,4.7590169162829,4703.76638789904,4241.22794767884,2860.45727732535,70585.2731497463,-2391.72476264948,-3.50725958572062
"1712650201-205","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/113555-productcovers/113555_0_20230501082752678824_cover.webp","Mercedes-Benz","Mercedes-Benz-S-Class","Mercedes-Benz-Mercedes-Benz-S-Class-500 AMG-8-Automatic","Silver Auto","Mercedes-Benz-Mercedes-Benz-S-Class-500 AMG-8-Automatic-2015","Automatic",8,68000,225000,"21 hours ago",2890,NA,"https://qatarsale.com/en/product/mercedes_benz_s_class_500_amg_2015_silver_automatic_coupe_sport-113555","","","Mercedes-Benz-Mercedes-Benz-S-Class-500 AMG-8-Automatic-70000","2015",-3463.39963732009,19662.3459897433,-7350.55338345865,-163198296.3,80999.75,161280000,-80000,169799.8,2014.8,80000,"2015",70000,0,80000,185999.749999988,188975.745999988,188975.745999988,186350.027680952,-36024.2540000121,-16.0107795555609,-16.0107795555609,-38649.9723190476,-17.1777654751323,-17.1777654751323,36024.2540000121,16199.9499999881,2975.99599999981,178559.759999989,-8759.95999998858,-5.15899312012652
"1712650201-206","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/204477-productcovers/60d22e5f-881e-4b85-9bc1-0285757f5fc5_0_cover.webp","BMW","BMW-8-Series","BMW-BMW-8-Series-850i-8-Automatic","Silver Auto","BMW-BMW-8-Series-850i-8-Automatic-2019","Automatic",8,31000,205000,"21 hours ago",1285,NA,"https://qatarsale.com/en/product/bmw_8_series_850i_blue_sedan_automatic_2019-204477","","","BMW-BMW-8-Series-850i-8-Automatic-40000","2019",1651.77240444844,134396.820564516,5600.00000000001,-53740400,26600,14840333.3333414,-7333.33333333731,283571.428571429,2020.14285714286,30000,"2019",40000,0,34333.3333333395,267600,265173.760000003,265173.760000003,231117.7183,60173.7600000027,29.3530536585379,29.3530536585379,26117.7183,12.7403503902439,12.7403503902439,60173.7600000027,-15971.4285714286,-2426.23999999731,265173.760000003,18397.6685714259,6.48784282115775
"1712650201-207","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/215214-productcovers/e7999b8d-a691-44d2-bb03-04797705c650_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","Laser Showroom","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-2015","Automatic",8,260000,109000,"22 hours ago",31,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2015-215214","","","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-260000","2015",43423.6054989566,25284.0485718444,-64091.9940286657,-31302391.8428448,15512.3153186955,51296131.5009369,-25337.6795557454,164699.995652174,2017.84782608696,237222.222222222,"2015",260000,0,240707.196110032,120490.591399782,116771.229239043,116771.229239043,108156,7771.22923904253,7.12956810921333,7.12956810921333,-843.999999999956,-0.774311926605465,-0.774311926605465,7771.22923904253,-44209.4042523919,-3719.36216073952,156591.534240483,8108.46141169086,4.92317038599985
"1712650201-210","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/209069-productcovers/099b6622-74e1-4ca8-bcbe-42f88b43d59c_0_cover.webp","BMW","BMW-7-Series","BMW-BMW-7-Series-730 Li-6-Automatic","Auto Mart Gulf","BMW-BMW-7-Series-730 Li-6-Automatic-2022","Automatic",6,24000,245000,"22 hours ago",512,NA,"https://qatarsale.com/en/product/bmw_7_series_730_li_black_sedan_automatic_2022-209069","","","BMW-BMW-7-Series-730 Li-6-Automatic-30000","2022",1651.77240444844,-16360.2372867235,-28409.6344564526,-53022494.8337859,26283.1818181815,28532372.1001257,-14095.6959706978,118116.978723404,2017.40425531915,30000,"2022",30000,0,30874.8473748378,239932.110269356,240267.95663225,240267.95663225,259393.05,-4732.04336775024,-1.93144627255112,-1.93144627255112,14393.0499999999,5.87471428571426,5.87471428571426,4732.04336775024,121815.131545952,335.846362893528,226098.812121779,-107981.833398375,-91.4194001281026
"1712650201-211","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/209076-productcovers/077b5b85-5d0c-4170-b386-b5a8525090eb_0_cover.webp","BMW","BMW-5-Series","BMW-BMW-5-Series-520i-6-Automatic","Auto Mart Gulf","BMW-BMW-5-Series-520i-6-Automatic-2021","Automatic",6,33000,135000,"22 hours ago",1435,NA,"https://qatarsale.com/en/product/bmw_5_series_520i_dark_blue_sedan_automatic_2021-209076","","","BMW-BMW-5-Series-520i-6-Automatic-40000","2021",1651.77240444844,-51614.6651497696,-13788.5142857143,-20786425.8064516,10293.5483870968,8990322.58064516,-4419.35483870968,97200,2019.2,65000,"2021",40000,0,58806.4516129028,114035.483870968,117466.848366286,117466.848366286,151738.729366667,-17533.1516337144,-12.9875197286774,-12.9875197286774,16738.7293666667,12.3990587901235,12.3990587901235,17533.1516337144,16835.4838709682,3431.36449531732,117466.848366286,-20266.8483662856,-20.8506670435037
"1712650201-212","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/210171-productcovers/4f07ced0-ee63-4965-9e80-65ef07360167_0_cover.webp","Fiat","Fiat-695","Fiat-Fiat-695-Abarth-4-Automatic","Auto Mart Gulf","Fiat-Fiat-695-Abarth-4-Automatic-2023","Automatic",4,4000,113000,"22 hours ago",303,NA,"https://qatarsale.com/en/product/fiat_695_abarth_white_hatchback_automatic_2023-210171","","","Fiat-Fiat-695-Abarth-4-Automatic-10000","2023",-81462.0386099828,29177.048245614,583.458333333332,-5617248.76388889,2777.72222222222,14902777.7777778,-7361.11111111111,106999.909090909,2022.18181818182,11250,"2023",10000,0,11250,111333.166666666,111555.832999999,111555.832999999,115061.832533333,-1444.16700000063,-1.27802389380586,-1.27802389380586,2061.83253333332,1.82463056047196,1.82463056047196,1444.16700000063,4333.25757575696,222.666333333327,111555.832999999,-4555.92390909028,-4.25787642980097
"1712650201-214","https://qatarsale.com/en/products/cars_for_sale?page=5","https://qsbproduction.blob.core.windows.net/210174-productcovers/443a5a46-a9cc-40c4-ae21-7ac713425b36_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic","Auto Mart Gulf","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic-2019","Automatic",8,43000,295000,"22 hours ago",446,NA,"https://qatarsale.com/en/product/land_rover_range_rover_vogue_sky_blue_suv_automatic_2019-210174","","","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic-50000","2019",45484.2440943665,-33953.5800727703,-18516.5882940109,-67466975.5541905,33462.3095238111,25995167.1245592,-12831.9597069682,142975.585365854,2015.68292682927,73333.3333333333,"2019",50000,0,87440.4761904627,247392.85714286,262212.867346936,262212.867346936,288911.524466667,-32787.1326530635,-11.1142822552758,-11.1142822552758,-6088.47553333343,-2.06389001129947,-2.06389001129947,32787.1326530635,104417.271777006,14820.0102040765,214415.044734637,-71439.4593687836,-49.9661947079849
"1712650217-219","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/204190-productcovers/9951c45b-d0a7-4506-aeab-4fcfeb50273a_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-Platinum-6-Automatic","My Car","Nissan-Nissan-Patrol-Platinum-6-Automatic-2022","Automatic",6,67000,189000,"20 hours ago",1143,NA,"https://qatarsale.com/en/product/nissan_patrol_platinum_gray_suv_automatic_2022-204190","","","Nissan-Nissan-Patrol-Platinum-6-Automatic-70000","2022",-29803.7596511228,21392.8246088828,62169.2054305593,-40137090.9319878,19848.1497569964,36892226.3856347,-18227.9469164708,219170.454545455,2021.93181818182,13333.3333333333,"2022",70000,0,35317.7205308303,210577.554078219,198892.258749459,198892.258749459,187830.8037,9892.25874945917,5.23399933833819,5.23399933833819,-1169.19630000007,-0.618622380952417,-0.618622380952417,9892.25874945917,-8592.90046723539,-11685.29532876,196877.677202026,22292.777343429,10.1714336403886
"1712650217-220","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/204191-productcovers/5b287cae-a26a-46be-ae86-8989dcb3bd0c_0_cover.webp","Lexus","Lexus-RX","Lexus-Lexus-RX-350-6-Automatic","My Car","Lexus-Lexus-RX-350-6-Automatic-2022","Automatic",6,17000,189000,"20 hours ago",1205,NA,"https://qatarsale.com/en/product/lexus_rx_350_gray_suv_automatic_2022-204191","","","Lexus-Lexus-RX-350-6-Automatic-20000","2022",54098.7719572914,-54665.6020652499,-14334.6269230769,-33190568.0638571,16440.4152131785,31845578.1653759,-15739.664082688,147523.761904762,2018.95238095238,33333.3333333333,"2022",20000,0,19977.3901808783,198001.447189924,197994.284346873,197994.284346873,190952.693449206,8994.28434687326,4.75888060681125,4.75888060681125,1952.69344920645,1.03317113714627,1.03317113714627,8994.28434687326,50477.6852851622,-7.16284305087174,197994.284346873,-50470.5224421114,-34.2117919109831
"1712650217-221","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/205366-productcovers/213827e3-e025-4e33-8dfb-c579324bd8b1_0_cover.webp","Dodge","Dodge-Challenger","Dodge-Dodge-Challenger-SRT-8-Manual","My Car","Dodge-Dodge-Challenger-SRT-8-Manual-2021","Manual",8,42000,139000,"20 hours ago",2191,NA,"https://qatarsale.com/en/product/dodge_challenger_rt_black_coupe_sport_manual_2021-205366","","","Dodge-Dodge-Challenger-SRT-8-Manual-50000","2021",-9915.59136283266,-32396.6728110599,20360.8571428571,0,0,50000,0,139000,2021,50000,"2021",50000,0,50000,139000,139000,139000,122026.184866667,0,0,0,-16973.8151333334,-12.211377793765,-12.211377793765,0,0,0,139000,0,0
"1712650217-222","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/208831-productcovers/eda97ece-ef72-4743-89ea-d89d79e7d731_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-SE-6-Automatic","Al Bremai","Nissan-Nissan-Patrol-SE-6-Automatic-2023","Automatic",6,0,195000,"20 hours ago",451,NA,"https://qatarsale.com/en/product/nissan_patrol_se_black_suv_automatic_2023-208831","","","Nissan-Nissan-Patrol-SE-6-Automatic-0","2023",-29803.7596511228,21392.8246088828,12474.4533843388,-41525688.3561101,20544.9585137091,54821440.4761943,-27093.2539682559,172044.943820225,2021.84269662921,2000,"2023",0,0,11787.698412694,201777.642496397,205583.232890272,205583.232890272,195222.887265604,10583.232890272,5.42729891808821,5.42729891808821,222.887265604077,0.114301161848244,0.114301161848244,10583.232890272,29732.6986761722,3805.59039387509,205583.232890272,-33538.2890700473,-19.4939114892516
"1712650217-224","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/210903-productcovers/e389ef51-f14f-42b0-8001-f1d0fac5fe89_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","Al Bremai","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-2024","Automatic",6,0,325000,"20 hours ago",381,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_white_suv_automatic_2024-210903","","","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-0","2024",43423.6054989566,25284.0485718444,59194.6301733314,-48654047.5812431,24050.1375989007,33011052.9642975,-16311.8175979455,288938.638542665,2023.05848513902,555.555555555556,"2024",0,0,0,312284.610207144,312284.610207144,312284.610207144,312716.236542719,-12715.3897928562,-3.91242762857115,-3.91242762857115,-12283.7634572812,-3.77961952531728,-3.77961952531728,12715.3897928562,23345.9716644784,0,285371.280636949,3567.35790571675,1.23464204154544
"1712650217-225","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/209799-productcovers/1d0cb2e8-c22d-4043-8272-c6e4a2808772_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VX Twin Turbo-6-Automatic","Al Bremai","Toyota-Toyota-Land Cruiser-VX Twin Turbo-6-Automatic-2023","Automatic",6,0,332000,"20 hours ago",663,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vx_twin_turbo_silver_suv_automatic_2023-209799","","","Toyota-Toyota-Land Cruiser-VX Twin Turbo-6-Automatic-0","2023",43423.6054989566,25284.0485718444,90634.1719808704,-64803267.5849379,32034.7222222239,56666153.2762228,-27999.2319508394,317681.318681319,2022.77472527473,11313.1313131313,"2023",0,0,23707.0396747813,323268.703703711,335530.694078622,335530.694078622,339523.577764745,3530.69407862186,1.06346207187405,1.06346207187405,7523.57776474545,2.26613788094743,2.26613788094743,3530.69407862186,5587.38502239279,12261.9903749104,345417.060002279,-27735.7413209599,-8.73068061920978
"1712650217-226","https://qatarsale.com/en/products/cars_for_sale?page=4","https://qsbproduction.blob.core.windows.net/213955-productcovers/3dd4ecd5-5b74-4db1-9b5b-832c2f25740a_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","Al Bremai","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-2024","Automatic",6,0,305000,"20 hours ago",248,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_black_suv_automatic_2024-213955","","","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic-0","2024",43423.6054989566,25284.0485718444,59194.6301733314,-48654047.5812431,24050.1375989007,33011052.9642975,-16311.8175979455,288938.638542665,2023.05848513902,555.555555555556,"2024",0,0,0,312284.610207144,312284.610207144,312284.610207144,312716.236542719,7284.61020714376,2.38839678922746,2.38839678922746,7716.23654271883,2.52991362056355,2.52991362056355,7284.61020714376,23345.9716644784,0,285371.280636949,3567.35790571675,1.23464204154544
