"web.scraper.order","web.scraper.start.url","image.src","make","model","trim","personal","year","gear_type","cylinder","mileage","price","time","likes","car","car.href","date_sold","posted_time","mileage_range","year2","b_make","b_model","b_trim","a","b","aa","bb","price_pmmt","avg_ymmt","avg_mileage_range","year_updated","mileage_range_updated","price_year_value","avg_mileage_range_updated","pred1","pred2","pred3","predicted_price_rf","price_difference","percentage_difference","percentage_difference_updated","price_difference_rf","percentage_difference_rf","percentage_difference_updated_rf","absolut_difference","Year_Effect","Mileage_Effect","pred3_pmmt","pmmt_difference","pmmt_absolute"
"1712650178-109","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/201181-productcovers/11865c64-9bb0-4fac-892b-8e4b919704e4_0_cover.webp","Infiniti","Infiniti-Q","Infiniti-Infiniti-Q-70-6-Automatic","Brio Showroom - Mawater City","Infiniti-Infiniti-Q-70-6-Automatic-2017","Automatic",6,70000,76999,"22 hours ago",330,NA,"https://qatarsale.com/en/product/infiniti_q_70_silver_sedan_automatic_2017-201181","","","Infiniti-Infiniti-Q-70-6-Automatic-70000","2017",-40487.0371680217,-15964.4198630137,-27500.95,0,0,70000,0,76999,2017,70000,"2017",70000,0,70000,76999,76999,76999,70398.5421,1.45519152283669e-11,1.88988366451082e-14,0,-6600.45789999996,-8.57213457317623,-8.57213457317623,1.45519152283669e-11,1.45519152283669e-11,0,76999,-1.45519152283669e-11,-1.88988366451082e-14
"1712650178-111","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/215211-productcovers/66ea5864-09de-4365-a0aa-8f0031399153_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-Platinum-8-Automatic","Laser Showroom","Nissan-Nissan-Patrol-Platinum-8-Automatic-2014","Automatic",8,2e+05,75000,"22 hours ago",17,NA,"https://qatarsale.com/en/product/nissan_patrol_platinum_white_suv_automatic_2014-215211","","","Nissan-Nissan-Patrol-Platinum-8-Automatic-2e+05","2014",-29803.7596511228,21392.8246088828,-41809.2891930966,-47280378.9946468,23450.8376226381,46026417.8256397,-22750.3909619614,109031.738095238,2016.03174603175,219600,"2014",2e+05,0,207130.428249441,60339.1601420894,61027.5506253289,61027.5506253289,83031.0214285714,-13972.4493746711,-18.6299324995614,-18.6299324995614,8031.02142857145,10.7080285714286,10.7080285714286,13972.4493746711,-48692.5779531487,688.390483239527,88203.1908456617,20828.5472495764,19.1031965677579
"1712650178-112","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/92971-productcovers/92971_0_20230201090044378667_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","Brio Showroom - Mawater City","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-2014","Automatic",6,144000,89999,"22 hours ago",1835,NA,"https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_2014_gray_automatic_suv-92971","","","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-150000","2014",45484.2440943665,-33953.5800727703,-19075.0710526316,-61013899.7622215,30245.4091666663,29121066.6666667,-14383.3333333333,147899.833333333,2016.83333333333,160000,"2014",150000,0,153033.333333332,53761.2994444445,54022.2209510814,54022.2209510814,88426.8287666667,-35976.7790489186,-39.9746431059441,-39.9746431059441,-1572.1712333333,-1.74687633566295,-1.74687633566295,35976.7790489186,-94138.5338888889,260.921506636929,102809.567587566,45090.2657457676,30.4870294506311
"1712650178-117","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/198328-productcovers/df031838-7b01-426b-bbeb-7f72aa281734_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","Brio Showroom - Mawater City","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-2014","Automatic",8,237000,109999,"22 hours ago",363,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2014-198328","","","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-240000","2014",43423.6054989566,25284.0485718444,-64091.9940286657,-31302391.8428448,15512.3153186955,51296131.5009369,-25337.6795557454,164699.995652174,2017.84782608696,262564.102564103,"2014",240000,0,266044.875665776,104978.276081086,109352.909918109,109352.909918109,113194.0102,-646.09008189106,-0.587359959536959,-0.587359959536959,3195.01019999993,2.90458113255569,2.90458113255569,646.09008189106,-59721.7195710881,4374.6338370231,156591.534240483,8108.46141169086,4.92317038599985
"1712650178-118","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/207537-productcovers/7ea5c184-9278-4936-9869-8888c45876de_0_cover.webp","Mitsubishi","Mitsubishi-Pajero","Mitsubishi-Mitsubishi-Pajero-3.8 Gold Edition-6-Automatic","Strong Motors Trading - Mawater City","Mitsubishi-Mitsubishi-Pajero-3.8 Gold Edition-6-Automatic-2020","Automatic",6,80000,75000,"22 hours ago",262,NA,"https://qatarsale.com/en/product/mitsubishi_pajero_3.8_gold_edition_brown_suv_automatic_2020-207537","","","Mitsubishi-Mitsubishi-Pajero-3.8 Gold Edition-6-Automatic-80000","2020",-98013.5108046203,5086.11397766654,7975.98979591837,-11337383.6206897,5616.37931034483,35617392.2413793,-17607.7586206897,75888.8888888889,2018.33333333333,57500,"2020",80000,0,49719.8275862038,83702.5862068962,79647.3402199755,79647.3402199755,73067.0331666667,4647.34021997551,6.19645362663401,6.19645362663401,-1932.9668333333,-2.57728911111106,-2.57728911111106,4647.34021997551,7813.69731800734,-4055.24598692072,79647.3402199755,-3758.45133108662,-4.95257130011414
"1712650178-119","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/215209-productcovers/2a43513a-8934-4eee-96f6-963fd113fd07_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic","Laser Showroom","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic-2016","Automatic",6,145000,95000,"22 hours ago",18,NA,"https://qatarsale.com/en/product/land_rover_range_rover_sport_super_charged_white_suv_automatic_2016-215209","","","Land Rover-Land Rover-Range Rover-Sport Super charged-6-Automatic-150000","2016",45484.2440943665,-33953.5800727703,-54482.0710526316,-33811085.7142857,16771.4285714286,-4448695.23809524,2257.14285714286,119666.583333333,2015.91666666667,90000,"2016",150000,0,101704.761904762,118114.285714284,108987.313632651,108987.313632651,101018.481133333,13987.3136326511,14.7234880343696,14.7234880343696,6018.48113333335,6.33524329824563,6.33524329824563,13987.3136326511,-1552.29761904973,-9126.97208163246,141675.259356008,-22008.6760226745,-18.3916640799955
"1712650178-120","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/215208-productcovers/4061eca4-24ee-418c-8c83-77c0b2733311_0_cover.webp","Smart","Smart-MHD","Smart-Smart-MHD-Standard-4-Automatic","Acacia Car Showroom - Mawater City","Smart-Smart-MHD-Standard-4-Automatic-2015","Automatic",4,24000,32000,"22 hours ago",18,NA,"https://qatarsale.com/en/product/smart_mhd_white_hatchback_automatic_2015-215208","","","Smart-Smart-MHD-Standard-4-Automatic-30000","2015",-86951.4070310354,-37666.6666666667,-3333.33333333334,0,0,60000,0,33000,2015,60000,"2015",30000,0,60000,33000,34584,34584,65417.4972,2584,8.075,8.075,33417.4972,104.42967875,104.42967875,2584,0,1584,34584,-1584,-4.8
"1712650178-121","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/207516-productcovers/70bfdeb9-8daa-45b2-ae17-b3fc0f3df81d_0_cover.webp","Kia","Kia-Optima","Kia-Kia-Optima-Standard-4-Automatic","Strong Motors Trading - Mawater City","Kia-Kia-Optima-Standard-4-Automatic-2020","Automatic",4,77000,47000,"22 hours ago",335,NA,"https://qatarsale.com/en/product/kia_optima_red_sedan_automatic_2020-207516","","","Kia-Kia-Optima-Standard-4-Automatic-80000","2020",-100609.551098832,-14008.52259887,-6.06181771445335e-13,-4039083.33333333,2000,-13603214.2857143,6785.71428571429,46333.3333333333,2018.66666666667,57500,"2020",80000,0,103928.571428571,47249.9999999998,49058.9999999998,49058.9999999998,43957.8988,2058.9999999998,4.38085106382937,4.38085106382937,-3042.1012,-6.47255574468085,-6.47255574468085,2058.9999999998,916.666666666511,1808.99999999996,49058.9999999998,-2725.66666666647,-5.88273381294921
"1712650178-122","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/205297-productcovers/b2f350ba-99ff-4859-b100-d47a07500010_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","Al Kawthar - Mawater City","Lexus-Lexus-LX-570-8-Automatic-2017","Automatic",8,71000,229000,"22 hours ago",501,NA,"https://qatarsale.com/en/product/lexus_lx_570_blue_suv_automatic_2017-205297","","","Lexus-Lexus-LX-570-8-Automatic-80000","2017",54098.7719572914,13677.0579784978,-25442.6622004695,-64129678.7944699,31803.1228377039,50602403.7959103,-25004.6283343065,200980.252427184,2016.31067961165,157462.686567164,"2017",80000,0,168068.445613988,220504.543945114,251575.731842822,251575.731842822,235990.266666667,22575.7318428216,9.85839818463825,9.85839818463825,6990.26666666666,3.05251819505094,3.05251819505094,22575.7318428216,19524.2915179293,31071.1878977079,206034.643789195,-5054.39136201006,-2.51486964563411
"1712650178-123","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/200823-productcovers/a6f07f94-9399-4918-b4ef-2b46fc4fcfee_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-SE-6-Automatic","Strong Motors Trading - Mawater City","Nissan-Nissan-Patrol-SE-6-Automatic-2023","Automatic",6,0,189000,"22 hours ago",503,NA,"https://qatarsale.com/en/product/nissan_patrol_se_black_suv_automatic_2023-200823","","","Nissan-Nissan-Patrol-SE-6-Automatic-0","2023",-29803.7596511228,21392.8246088828,12474.4533843388,-41525688.3561101,20544.9585137091,54821440.4761943,-27093.2539682559,172044.943820225,2021.84269662921,2000,"2023",0,0,11787.698412694,201777.642496397,205583.232890272,205583.232890272,195222.887265604,16583.232890272,8.77419729644022,8.77419729644022,6222.88726560408,3.29253294476406,3.29253294476406,16583.232890272,29732.6986761722,3805.59039387509,205583.232890272,-33538.2890700473,-19.4939114892516
"1712650178-124","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/199485-productcovers/4bc8a2a9-c95f-4061-91df-adf69378dc68_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-Super Safari-6-Automatic","Al Kawthar - Mawater City","Nissan-Nissan-Patrol-Super Safari-6-Automatic-2022","Automatic",6,41000,169000,"22 hours ago",514,NA,"https://qatarsale.com/en/product/nissan_patrol_super_safari_white_suv_automatic_2022-199485","","","Nissan-Nissan-Patrol-Super Safari-6-Automatic-50000","2022",-29803.7596511228,21392.8246088828,32433.8869855635,-15896617.9955265,7863.99883256769,15351197.9071411,-7581.09261630455,184788.461538462,2021.90384615385,7916.66666666667,"2022",50000,0,22228.6369733531,189362.002899752,180947.857418181,180947.857418181,173366.914466667,11947.8574181809,7.06973811726678,7.06973811726678,4366.91446666652,2.58397305719913,2.58397305719913,11947.8574181809,4573.54136129047,-8414.14548157115,179432.961394983,5355.50014347871,2.89817886836188
"1712650178-125","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/200721-productcovers/7ca53f7e-b2a2-4355-85be-338b6fb64587_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","Al Kawthar - Mawater City","Lexus-Lexus-LX-570 S Black Edition-8-Automatic-2020","Automatic",8,130000,279000,"22 hours ago",483,NA,"https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_black_suv_automatic_2020-200721","","","Lexus-Lexus-LX-570 S Black Edition-8-Automatic-130000","2020",54098.7719572914,13677.0579784978,66888.114681527,-55919654.0601093,27686.6527663248,75722708.8716765,-37435.5319947198,297829.434108527,2019.63565891473,87272.7272727273,"2020",130000,0,102934.242342412,302999.87951508,289878.405420307,289878.405420307,284453.233333333,10878.4054203068,3.89907004312073,3.89907004312073,5453.23333333334,1.95456391875747,1.95456391875747,10878.4054203068,5170.4454065531,-13121.4740947734,309521.103120409,-11691.6690118817,-3.92562576861403
"1712650178-126","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/200817-productcovers/3a5189c4-0350-4c5a-a5c5-2db836a08e02_0_cover.webp","Nissan","Nissan-X-Trail","Nissan-Nissan-X-Trail-Standard-4-Automatic","Strong Motors Trading - Mawater City","Nissan-Nissan-X-Trail-Standard-4-Automatic-2023","Automatic",4,0,115000,"22 hours ago",350,NA,"https://qatarsale.com/en/product/nissan_x_trail_black_suv_automatic_2023-200817","","","Nissan-Nissan-X-Trail-Standard-4-Automatic-0","2023",-29803.7596511228,-66148.0158009653,4133.23508771929,-15121631.6966222,7485.34346846874,33765180.1801686,-16681.681681676,77954.2272727273,2020.45454545455,2222.22222222222,"2023",0,0,18138.1381381601,90351.0067567578,92973.0852231193,92973.0852231193,112062.372269886,-22026.9147768807,-19.153838936418,-19.153838936418,-2937.62773011431,-2.55445889575158,-2.55445889575158,22026.9147768807,12396.7794840305,2622.07846636146,72976.4930052412,4977.73426748613,6.38545777648625
"1712650178-127","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/201878-productcovers/199f5174-0107-45df-922c-a3b41ae56da5_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR Twin Turbo-6-Automatic","Al Kawthar - Mawater City","Toyota-Toyota-Land Cruiser-VXR Twin Turbo-6-Automatic-2023","Automatic",6,25000,347000,"22 hours ago",498,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vxr_twin_turbo_silver_suv_automatic_2023-201878","","","Toyota-Toyota-Land Cruiser-VXR Twin Turbo-6-Automatic-30000","2023",43423.6054989566,25284.0485718444,86297.4533909172,-24656985.4634558,12191.8662790681,49706942.9884857,-24559.9999999901,317623.031413613,2022.38743455497,17068.9655172414,"2023",30000,0,22062.9885057583,323116.533591732,319013.206165977,319013.206165977,344610.854616373,-27986.7938340232,-8.065358453609,-8.065358453609,-2389.14538362651,-0.688514519777093,-0.688514519777093,27986.7938340232,5493.50217811955,-4103.32742575533,316616.337137533,1006.69427607977,0.316946246498365
"1712650178-128","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/204205-productcovers/818f4670-7a05-40fa-afc9-b5fd417c7275_0_cover.webp","Maserati","Maserati-Ghibli","Maserati-Maserati-Ghibli-Standard-6-Automatic","Al Kawthar - Mawater City","Maserati-Maserati-Ghibli-Standard-6-Automatic-2020","Automatic",6,45000,117000,"22 hours ago",494,NA,"https://qatarsale.com/en/product/maserati_ghibli_white_sedan_automatic_2020-204205","","","Maserati-Maserati-Ghibli-Standard-6-Automatic-50000","2020",-26047.5993387277,-34370.4743589744,-13700,-15898361.6352207,7886.79245283047,15288113.2075472,-7547.16981132075,86833.3333333333,2016,50000,"2020",50000,0,42830.1886792444,119792.452830187,118418.229975079,118418.229975079,119147.046866667,1418.22997507862,1.21216237186207,1.21216237186207,2147.04686666664,1.83508279202277,1.83508279202277,1418.22997507862,32959.119496854,-1374.22285510875,118418.229975079,-31584.8966417453,-36.3741611997067
"1712650178-129","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/197118-productcovers/3399dbcb-98b5-41c4-9464-c00ccc5fbeb6_0_cover.webp","Nissan","Nissan-X-Trail","Nissan-Nissan-X-Trail-Standard-4-Automatic","Strong Motors Trading - Mawater City","Nissan-Nissan-X-Trail-Standard-4-Automatic-2023","Automatic",4,0,115000,"22 hours ago",573,NA,"https://qatarsale.com/en/product/nissan_x_trail_gray_suv_automatic_2023-197118","","","Nissan-Nissan-X-Trail-Standard-4-Automatic-0","2023",-29803.7596511228,-66148.0158009653,4133.23508771929,-15121631.6966222,7485.34346846874,33765180.1801686,-16681.681681676,77954.2272727273,2020.45454545455,2222.22222222222,"2023",0,0,18138.1381381601,90351.0067567578,92973.0852231193,92973.0852231193,112062.372269886,-22026.9147768807,-19.153838936418,-19.153838936418,-2937.62773011431,-2.55445889575158,-2.55445889575158,22026.9147768807,12396.7794840305,2622.07846636146,72976.4930052412,4977.73426748613,6.38545777648625
"1712650178-130","https://qatarsale.com/en/products/cars_for_sale?page=7","https://qsbproduction.blob.core.windows.net/204207-productcovers/0eefdffa-94b0-4649-8e92-b4228817fab0_0_cover.webp","Lexus","Lexus-NX","Lexus-Lexus-NX-300-4-Automatic","Al Kawthar - Mawater City","Lexus-Lexus-NX-300-4-Automatic-2021","Automatic",4,26000,128000,"22 hours ago",462,NA,"https://qatarsale.com/en/product/lexus_nx_300_white_suv_automatic_2021-204207","","","Lexus-Lexus-NX-300-4-Automatic-30000","2021",54098.7719572914,-83504.7244428723,1654.54545454546,-1008866.66666667,500,8450555.55555556,-4166.66666666667,132333.333333333,2020.16666666667,26666.6666666667,"2021",30000,0,29722.222222222,134833.333333333,134773.407407407,134773.407407407,131194.833333333,6773.40740740742,5.29172453703704,5.29172453703704,3194.83333333328,2.49596354166663,2.49596354166663,6773.40740740742,2500.00000000003,-59.9259259259561,134773.407407407,-2440.07407407407,-1.84388469073608
